XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,customerPn,customerRevision,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
#N/A,,,,,W10159,A,5.495,5.495,62.598,62.59,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.495,5.495,66.535,66.53,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,27.165,27.16,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,31.102,31.1,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,32.039,32.03,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,38.976,38.97,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,42.913,42.91,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,46.85,46.85,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,50.787,50.78,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,54.724,54.72,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,58.661,58.66,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,62.598,62.59,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.518,5.518,66.535,66.53,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,27.165,27.16,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,31.102,31.1,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,32.039,32.03,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,38.976,38.97,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,42.913,42.91,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,46.85,46.85,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,50.787,50.78,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,54.724,54.72,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,58.661,58.66,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,62.598,62.59,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10159,A,5.475,5.475,66.535,66.53,,1.5752,6,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10159
#N/A,,,,,W10160,*,5.5079,5.507,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5079,5.507,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4987,5.498,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.5219,5.521,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,34.252,34.25,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,38.189,38.18,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,42.126,42.12,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,46.063,46.06,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,50,50,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,53.937,53.93,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,57.874,57.87,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,61.811,61.81,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10160,*,5.4788,5.478,65.748,65.74,,1.5752,4,SOUTHERN PRINT COMPANY,,,,,4,,,,,,,W10160
#N/A,,,,,W10162,A,6.504,6.504,42.52,42.52,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,46.457,46.45,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,50.394,50.39,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,54.331,54.33,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,58.268,58.26,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,62.205,62.2,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,66.142,66.14,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,42.52,42.52,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,46.457,46.45,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,50.394,50.39,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,54.331,54.33,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,58.268,58.26,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,62.205,62.2,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,66.142,66.14,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,42.52,42.52,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,46.457,46.45,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,50.394,50.39,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,54.331,54.33,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,58.268,58.26,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,62.205,62.2,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,66.142,66.14,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,42.52,42.52,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,46.457,46.45,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,50.394,50.39,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,54.331,54.33,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,58.268,58.26,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,62.205,62.2,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.504,6.504,66.142,66.14,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,42.52,42.52,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,46.457,46.45,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,50.394,50.39,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,54.331,54.33,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,58.268,58.26,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,62.205,62.2,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.529,6.529,66.142,66.14,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,42.52,42.52,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,46.457,46.45,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,50.394,50.39,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,54.331,54.33,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,58.268,58.26,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,62.205,62.2,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10162,A,6.521,6.521,66.142,66.14,,1.9689,7,SOUTHERN PRINT COMPANY,,,,,*,,,,,,,W10162
#N/A,,,,,W10174,*,5.6378,5.637,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6378,5.637,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6122,5.612,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.6516,5.651,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,49.528,49.52,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,53.465,53.46,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,57.402,57.4,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,61.339,61.33,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10174,*,5.5827,5.582,65.276,65.27,,1.3784,4,CARRARO ENGINEERING,,,,,*,,,,,,,W10174
#N/A,,,,,W10226,B,5.625,5.625,50,50,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.625,5.625,53.937,53.93,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.625,5.625,57.874,57.87,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.625,5.625,61.811,61.81,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.625,5.625,65.748,65.74,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6,5.6,50,50,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6,5.6,53.937,53.93,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6,5.6,57.874,57.87,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6,5.6,61.811,61.81,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6,5.6,65.748,65.74,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6394,5.639,50,50,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6394,5.639,53.937,53.93,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6394,5.639,57.874,57.87,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6394,5.639,61.811,61.81,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.6394,5.639,65.748,65.74,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.5704,5.57,50,50,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
#N/A,,,,,W10226,B,5.5704,5.57,53.937,53.93,,1.575,6,CARINT,GEMINI,,,,*,,,,,,,W10226
